Time Floor FloorButton CarButton
10:03:51.0 12 Down 1
07:21:16.0 18 Up 19
10:41:46.0 13 Up 14
13:12:39.0 8 Up 16
07:26:31.0 14 Down 3
06:30:54.0 14 Down 3
21:04:50.0 16 Up 20
13:01:45.0 6 Up 19
04:16:46.0 7 Up 16
23:26:59.0 16 Up 17
07:48:43.0 17 Up 18
18:24:39.0 7 Up 19
18:20:29.0 6 Down 4
03:20:05.0 17 Up 20
19:24:58.0 1 Up 10
09:22:54.0 5 Down 3
15:41:50.0 15 Up 18
17:35:29.0 13 Down 6
13:06:07.0 7 Down 1
05:16:57.0 14 Up 20
20:02:19.0 14 Down 10
06:05:42.0 5 Up 10
23:18:41.0 6 Down 4
01:32:14.0 5 Down 2
21:35:08.0 8 Up 20
18:44:18.0 1 Up 18
16:45:10.0 8 Down 5
01:37:32.0 2 Down 1
12:55:22.0 21 Up 22
06:58:57.0 19 Down 13
11:28:02.0 4 Up 5
23:24:13.0 11 Up 13
17:04:14.0 16 Down 3
21:57:45.0 9 Up 13
05:22:26.0 20 Up 21
22:59:34.0 15 Down 5
14:19:18.0 7 Up 13
11:42:38.0 15 Up 17
14:08:48.0 17 Down 2
23:10:46.0 2 Down 1
07:41:09.0 14 Down 5
04:06:54.0 10 Down 8
20:16:46.0 2 Up 16
15:36:42.0 1 Up 11
22:51:32.0 3 Up 11
06:34:02.0 14 Down 2
08:55:27.0 21 Down 1
12:23:32.0 5 Up 14
10:50:51.0 7 Down 3
17:04:50.0 2 Down 1
17:22:47.0 20 Up 21
08:34:10.0 20 Down 8
20:37:53.0 15 Down 2
20:36:22.0 6 Up 20
07:33:43.0 5 Up 17
16:41:20.0 5 Down 1
04:21:41.0 6 Down 3
09:45:32.0 4 Down 2
11:36:32.0 6 Up 17
02:57:03.0 19 Up 21
13:49:58.0 2 Up 10
09:25:34.0 20 Up 21
14:03:15.0 4 Down 1
22:20:25.0 7 Down 5
20:47:45.0 20 Down 7
20:42:57.0 6 Down 3
10:15:57.0 4 Up 14
14:14:13.0 15 Down 5
09:23:04.0 14 Up 21
12:57:07.0 17 Down 4
17:42:19.0 8 Down 5
16:55:15.0 1 Up 3
09:45:53.0 15 Up 21
05:35:47.0 11 Down 5
18:18:21.0 1 Up 19
19:19:09.0 18 Up 20
08:49:02.0 15 Up 16
03:50:07.0 21 Down 18
13:15:53.0 8 Up 15
09:13:33.0 2 Down 1
08:46:47.0 6 Down 3
21:18:20.0 21 Up 22
05:44:40.0 14 Up 20
12:43:34.0 6 Up 18
02:26:37.0 9 Up 11
22:33:24.0 12 Up 21
03:26:34.0 7 Up 16
06:16:16.0 10 Up 14
02:48:41.0 3 Down 1
02:47:52.0 1 Up 13
18:14:21.0 10 Down 4
17:56:01.0 14 Up 17
13:27:21.0 6 Up 15
07:28:21.0 8 Down 2
00:03:58.0 4 Down 1
23:13:25.0 15 Down 1
08:30:40.0 13 Up 21
04:48:33.0 20 Down 7
03:03:10.0 15 Up 19
04:29:49.0 4 Down 2
00:24:41.0 6 Down 3
01:02:09.0 18 Up 20
01:27:51.0 6 Up 7
19:06:01.0 5 Down 1
18:27:13.0 9 Down 2
20:30:07.0 7 Down 2
05:50:02.0 18 Up 21
12:11:09.0 9 Down 3
11:15:49.0 20 Up 21
23:52:12.0 1 Up 17
06:06:17.0 17 Down 2
11:07:36.0 13 Down 10
05:06:31.0 17 Down 5
14:25:06.0 6 Up 8
02:50:31.0 5 Down 2
06:50:22.0 2 Up 4
18:06:17.0 13 Up 21
08:38:49.0 8 Up 15
11:11:32.0 10 Up 16
22:58:29.0 13 Down 8
14:31:36.0 13 Up 16
10:05:48.0 2 Up 10
14:12:22.0 6 Up 21
18:49:25.0 11 Down 9
12:54:22.0 14 Up 18
12:59:15.0 8 Up 11
13:29:04.0 15 Up 16
13:50:23.0 2 Down 1
16:46:07.0 1 Up 6
06:51:55.0 4 Up 14
10:26:01.0 5 Up 21
14:07:09.0 12 Up 13
17:42:27.0 6 Down 3
13:04:53.0 8 Down 4
09:25:13.0 4 Up 7
17:57:26.0 2 Down 1
20:28:18.0 19 Down 12
19:35:04.0 6 Down 4
02:36:49.0 7 Down 5
19:30:28.0 2 Down 1
04:29:17.0 11 Down 3
23:36:28.0 5 Up 8
00:32:07.0 7 Down 2
03:12:49.0 11 Down 9
18:20:03.0 6 Down 1
19:22:30.0 7 Down 1
01:54:50.0 13 Down 2
00:33:45.0 17 Up 18
02:17:32.0 11 Up 12
00:16:41.0 16 Up 20
08:43:37.0 21 Down 6
07:35:15.0 3 Down 1
19:38:11.0 12 Up 14
21:23:17.0 1 Up 17
05:43:12.0 10 Down 8
18:03:58.0 5 Up 6
11:37:52.0 11 Down 8
23:09:01.0 14 Down 9
14:40:53.0 15 Down 12
18:50:28.0 7 Down 4
08:01:16.0 7 Up 9
04:01:21.0 2 Down 1
09:19:12.0 18 Down 15
20:19:27.0 17 Up 18
15:02:10.0 6 Up 20
15:59:28.0 2 Down 1
12:25:10.0 18 Down 3
17:42:16.0 17 Down 2
23:30:39.0 13 Down 3
23:40:33.0 14 Down 5
08:05:21.0 6 Up 20
19:09:30.0 7 Up 9
06:13:10.0 4 Up 15
03:49:50.0 9 Up 19
13:55:36.0 14 Down 4
04:40:29.0 16 Up 20
16:39:58.0 3 Down 1
09:23:40.0 5 Up 9
02:20:47.0 10 Down 6
06:11:12.0 2 Down 1
07:41:31.0 17 Up 20
03:42:02.0 11 Up 15
22:21:04.0 17 Up 21
06:41:59.0 12 Down 6
07:15:23.0 15 Down 12
07:34:01.0 2 Down 1
02:59:51.0 8 Down 3
16:27:30.0 7 Down 1
16:11:53.0 9 Down 7
13:51:44.0 9 Up 19
17:15:41.0 2 Up 19
08:54:57.0 5 Down 1
14:09:29.0 3 Down 1
16:27:25.0 15 Up 19
07:59:22.0 20 Up 21
14:24:50.0 20 Down 4
23:45:37.0 6 Down 3
06:29:57.0 21 Down 15
05:37:02.0 3 Down 1
07:54:27.0 4 Up 15
22:16:47.0 2 Down 1
09:28:46.0 19 Up 20
13:51:29.0 16 Down 12
01:27:17.0 14 Up 20
16:38:56.0 3 Down 1
12:07:18.0 3 Up 12
22:47:47.0 18 Up 21
14:59:18.0 6 Up 17
10:03:46.0 10 Up 12
21:38:32.0 13 Down 7
16:35:58.0 4 Down 1
00:39:51.0 18 Up 21
09:07:55.0 3 Up 7
06:44:29.0 18 Up 20
08:11:55.0 10 Down 2
08:21:30.0 14 Down 7
14:34:12.0 11 Down 9
13:23:09.0 15 Up 18
09:08:17.0 21 Down 16
16:11:57.0 11 Up 14
06:56:05.0 10 Down 8
16:35:35.0 21 Down 18
14:23:25.0 18 Up 20
21:26:47.0 12 Down 2
05:59:09.0 2 Down 1
16:14:47.0 15 Down 2
17:30:34.0 19 Up 20
20:11:31.0 1 Up 15
19:39:11.0 16 Down 14
15:45:54.0 11 Down 9
04:23:14.0 12 Down 3
17:15:58.0 2 Down 1
23:43:10.0 4 Up 7
20:27:03.0 9 Up 10
09:42:35.0 4 Up 21
04:58:10.0 16 Down 12
20:00:25.0 18 Down 12
17:54:03.0 1 Up 10
08:49:30.0 13 Up 20
05:56:07.0 10 Up 21
00:38:45.0 9 Up 12
15:50:01.0 15 Up 16
14:00:00.0 20 Down 9
01:49:23.0 17 Down 6
13:02:38.0 2 Up 10
21:34:36.0 17 Down 1
15:58:56.0 2 Up 11
17:49:56.0 14 Down 8
03:47:56.0 10 Down 7
23:04:34.0 20 Down 17
06:53:34.0 13 Down 7
16:23:07.0 19 Up 20
08:55:57.0 13 Up 15
17:07:33.0 14 Up 16
13:43:23.0 13 Down 3
22:26:43.0 18 Down 2
19:21:30.0 2 Up 15
17:57:34.0 9 Down 7
16:37:36.0 2 Down 1
03:38:16.0 9 Down 4
04:36:11.0 21 Up 22
18:00:28.0 15 Down 13
05:46:28.0 19 Down 2
20:58:36.0 2 Up 14
08:14:53.0 5 Down 2
13:07:27.0 12 Up 13
03:42:54.0 4 Up 19
07:41:43.0 17 Up 20
14:53:54.0 19 Down 2
03:05:29.0 2 Up 7
13:02:28.0 19 Down 3
08:54:46.0 21 Up 22
22:14:52.0 17 Up 21
07:57:15.0 3 Up 19
00:21:21.0 3 Down 1
06:21:26.0 11 Up 18
16:51:09.0 11 Up 12
14:15:55.0 12 Up 17
15:06:55.0 21 Down 3
12:31:09.0 4 Up 19
00:33:20.0 16 Up 21
22:24:39.0 5 Up 11
15:32:27.0 2 Up 11
10:54:46.0 20 Up 21
20:49:12.0 18 Down 14
22:10:50.0 6 Up 20
01:52:47.0 15 Up 19
10:09:57.0 8 Up 15
14:53:11.0 20 Up 21
06:11:18.0 7 Down 2
15:50:59.0 16 Down 8
23:59:28.0 21 Down 6
02:53:56.0 6 Up 19
04:56:28.0 15 Up 17
17:56:08.0 2 Down 1
09:40:10.0 14 Down 9
21:31:23.0 4 Up 8
22:43:29.0 19 Up 20
18:14:37.0 12 Down 6
09:40:44.0 16 Up 17
11:37:00.0 1 Up 2
10:59:29.0 12 Down 9
21:57:41.0 21 Up 22
19:35:52.0 3 Down 1
04:59:27.0 13 Up 15
05:02:14.0 16 Down 9
08:52:56.0 5 Down 1
13:15:36.0 11 Down 5
02:33:16.0 17 Down 6
19:49:45.0 12 Up 17
01:37:09.0 16 Up 19
23:17:17.0 5 Up 20
05:48:37.0 14 Down 1
01:10:51.0 20 Down 13
10:33:26.0 18 Down 15
19:55:29.0 17 Up 18
16:49:45.0 7 Down 5
10:46:10.0 20 Down 15
22:44:01.0 19 Up 20
00:24:40.0 3 Up 12
19:00:49.0 9 Up 19
02:49:43.0 16 Down 8
07:46:14.0 10 Down 6
08:39:31.0 8 Down 4
18:33:19.0 3 Down 1
23:02:31.0 20 Up 21
11:31:05.0 4 Up 14
19:40:47.0 19 Down 1
22:11:24.0 15 Down 1
14:07:20.0 12 Down 3
00:11:12.0 8 Up 19
21:40:51.0 16 Down 2
06:00:16.0 14 Down 6
15:11:40.0 17 Down 7
10:15:59.0 16 Down 7
20:33:49.0 9 Up 14
11:02:50.0 10 Down 7
10:22:48.0 12 Up 21
05:50:12.0 11 Down 9
04:53:03.0 17 Up 19
23:59:15.0 5 Up 14
18:28:32.0 2 Up 18
06:11:14.0 15 Up 19
09:52:07.0 1 Up 10
23:35:03.0 18 Up 20
03:24:27.0 16 Up 19
20:43:14.0 1 Up 6
10:23:01.0 11 Down 8
20:26:09.0 21 Down 3
01:44:21.0 11 Down 7
02:23:30.0 19 Down 15
19:52:58.0 3 Up 9
09:25:32.0 11 Up 12
06:47:01.0 14 Down 9
18:08:14.0 11 Down 1
15:10:11.0 4 Down 2
05:55:17.0 7 Up 16
20:53:07.0 9 Down 6
06:32:23.0 19 Up 21
08:39:56.0 21 Up 22
13:48:03.0 1 Up 4
18:11:38.0 19 Up 20
12:29:08.0 6 Up 11
05:35:38.0 12 Up 17
07:03:56.0 1 Up 20
22:19:51.0 19 Up 21
20:13:46.0 9 Down 2
08:06:01.0 18 Up 20
05:08:22.0 8 Up 9
20:01:13.0 3 Down 1
03:44:31.0 4 Up 13
03:39:11.0 16 Down 5
19:07:09.0 15 Down 6
01:24:07.0 10 Up 18
21:18:24.0 2 Up 14
12:20:12.0 20 Up 21
00:08:29.0 20 Up 21
23:32:33.0 15 Up 18
21:57:30.0 21 Down 14
01:29:08.0 4 Down 1
00:48:25.0 6 Up 16
03:24:15.0 15 Down 11
11:32:35.0 13 Up 19
21:20:38.0 7 Up 17
03:21:49.0 9 Down 4
09:17:35.0 21 Down 9
19:16:05.0 6 Down 4
04:55:35.0 18 Up 20
08:58:03.0 11 Up 18
02:04:55.0 16 Down 11
03:04:47.0 16 Up 21
08:28:17.0 5 Up 17
13:06:24.0 15 Up 18
10:02:14.0 9 Up 15
13:01:12.0 18 Up 19
22:18:01.0 8 Down 5
00:28:04.0 1 Up 13
21:06:46.0 17 Up 21
08:17:22.0 10 Up 21
18:57:27.0 19 Up 21
06:41:48.0 10 Down 5
20:08:14.0 16 Down 10
21:16:49.0 18 Down 4
21:38:09.0 7 Up 12
06:05:44.0 2 Down 1
16:33:06.0 8 Up 19
11:32:15.0 17 Down 10
13:43:25.0 17 Up 20
23:54:44.0 20 Down 11
05:45:09.0 3 Down 1
23:57:45.0 3 Down 1
12:16:20.0 14 Down 10
20:45:33.0 10 Up 11
18:40:04.0 16 Up 19
23:15:01.0 10 Down 8
02:13:55.0 15 Down 7
07:21:22.0 11 Down 2
07:37:25.0 6 Down 4
23:47:47.0 19 Up 20
05:23:47.0 19 Down 14
07:11:03.0 7 Down 4
03:24:46.0 21 Up 22
22:57:33.0 1 Up 7
03:20:09.0 12 Down 6
11:54:39.0 12 Down 10
22:46:35.0 19 Down 6
10:17:12.0 5 Down 2
11:59:29.0 3 Up 16
10:03:10.0 16 Up 21
18:22:35.0 9 Up 13
15:13:35.0 20 Down 5
20:36:38.0 5 Up 15
01:28:33.0 4 Up 18
18:25:44.0 18 Up 21
18:29:57.0 6 Up 19
17:29:38.0 9 Up 11
23:44:26.0 14 Down 2
23:04:44.0 18 Up 21
04:18:24.0 5 Down 3
05:37:46.0 11 Up 20
15:25:17.0 3 Down 1
13:08:58.0 13 Up 21
16:21:12.0 19 Down 10
14:13:48.0 14 Up 16
02:50:38.0 2 Up 16
14:04:11.0 21 Up 22
23:31:11.0 5 Down 2
18:22:25.0 16 Up 21
15:02:58.0 21 Down 18
06:54:46.0 12 Down 7
20:28:46.0 21 Down 10
17:07:01.0 3 Up 18
06:05:03.0 20 Up 21
01:13:34.0 10 Down 1
03:03:00.0 12 Down 8
10:07:41.0 11 Up 14
07:31:35.0 1 Up 4
17:31:02.0 19 Down 4
22:55:38.0 19 Up 21
14:57:32.0 13 Up 15
03:34:43.0 1 Up 9
21:05:15.0 13 Up 20
20:21:21.0 5 Up 14
12:55:55.0 6 Down 1
04:09:21.0 21 Down 5
14:39:48.0 19 Down 12
21:57:33.0 6 Up 20
16:08:33.0 19 Up 21
06:22:52.0 4 Up 11
05:09:29.0 16 Down 9
20:22:30.0 13 Down 4
22:10:00.0 7 Up 12
15:13:16.0 21 Up 22
23:34:47.0 3 Down 1
02:55:21.0 4 Down 1
19:17:12.0 5 Down 2
13:00:53.0 5 Down 2
08:49:27.0 17 Up 19
10:52:01.0 7 Down 4
05:33:13.0 15 Up 19
00:52:32.0 8 Up 15
13:43:51.0 20 Up 21
09:00:20.0 6 Up 16
10:42:18.0 8 Down 1
19:14:28.0 13 Up 19
01:15:46.0 11 Down 9
08:17:26.0 16 Down 6
23:23:27.0 3 Up 12
07:46:22.0 14 Up 18
09:09:43.0 1 Up 6
19:23:39.0 17 Down 5
22:09:56.0 10 Up 15
19:28:38.0 15 Down 7
14:56:27.0 4 Up 11
11:14:09.0 21 Up 22
17:37:19.0 10 Up 13
15:31:46.0 8 Down 5
11:35:17.0 16 Up 20
16:10:34.0 10 Down 8
19:09:44.0 13 Down 2
14:15:01.0 15 Up 21
16:36:06.0 4 Down 2
19:55:59.0 20 Up 21
01:52:54.0 4 Down 2
03:25:09.0 21 Down 10
02:05:42.0 20 Up 21
00:32:04.0 20 Down 18
07:36:37.0 13 Up 16
15:19:56.0 16 Up 21
13:30:51.0 15 Up 19
17:21:48.0 18 Up 20
20:23:57.0 12 Down 3
23:33:14.0 5 Down 1
11:58:43.0 14 Up 19
05:28:16.0 18 Up 20
01:48:24.0 14 Up 16
13:25:19.0 16 Up 18
18:49:26.0 21 Up 22
18:55:21.0 6 Down 3
04:03:57.0 9 Up 12
02:42:22.0 18 Down 12
16:03:45.0 9 Up 12
23:55:19.0 1 Up 11
20:46:38.0 13 Up 18
17:58:10.0 19 Down 7
10:32:09.0 17 Up 20
16:07:08.0 8 Up 17
03:17:44.0 16 Down 6
13:54:37.0 13 Up 14
16:30:22.0 1 Up 11
10:08:34.0 19 Up 20
14:40:31.0 18 Down 12
12:28:04.0 14 Up 15
19:10:35.0 17 Down 11
04:03:01.0 10 Down 5
20:36:35.0 2 Up 8
11:06:44.0 8 Up 15
14:52:41.0 2 Up 19
22:01:08.0 15 Up 16
15:55:38.0 5 Up 7
01:57:00.0 1 Up 14
20:16:05.0 12 Up 21
19:23:53.0 19 Up 20
15:45:31.0 4 Up 19
15:27:35.0 17 Down 10
19:58:53.0 18 Down 12
19:02:33.0 12 Down 8
19:14:36.0 10 Up 21
02:41:16.0 9 Up 15
15:10:39.0 5 Up 12
03:01:18.0 3 Up 7
17:36:54.0 17 Up 18
17:36:16.0 9 Up 19
17:56:18.0 11 Up 15
11:08:35.0 4 Down 2
19:52:59.0 10 Down 1
01:03:19.0 14 Down 1
21:29:59.0 8 Up 19
13:51:40.0 3 Down 1
03:45:32.0 11 Up 20
15:29:17.0 16 Up 17
23:47:40.0 16 Down 6
02:24:02.0 5 Up 21
15:00:23.0 10 Up 15
07:25:00.0 5 Down 3
22:47:39.0 2 Down 1
08:12:08.0 11 Down 6
09:40:27.0 20 Down 9
03:08:05.0 12 Up 20
19:18:35.0 18 Down 15
11:46:50.0 12 Up 14
18:14:46.0 21 Down 1
23:31:22.0 3 Up 9
00:02:55.0 18 Down 16
17:39:16.0 10 Up 16
20:52:20.0 19 Up 20
01:16:57.0 17 Up 20
15:54:17.0 18 Up 20
17:56:54.0 12 Up 13
07:52:50.0 16 Down 9
22:01:10.0 16 Down 8
15:45:42.0 18 Up 19
03:35:33.0 8 Up 18
01:07:53.0 20 Up 21
04:11:31.0 12 Up 18
13:10:53.0 7 Down 4
18:19:28.0 6 Up 15
00:55:07.0 16 Down 5
17:07:15.0 15 Up 16
08:24:33.0 15 Up 20
21:54:22.0 6 Down 2
07:37:37.0 17 Down 5
08:00:51.0 6 Down 3
15:43:20.0 4 Down 2
11:15:04.0 21 Down 2
23:36:11.0 17 Up 19
11:02:46.0 14 Down 2
00:34:30.0 12 Down 6
15:09:30.0 20 Down 2
06:26:40.0 20 Down 13
19:21:26.0 20 Up 21
13:54:50.0 17 Down 15
17:49:07.0 15 Up 21
14:38:55.0 20 Down 16
00:36:04.0 1 Up 16
07:13:34.0 10 Down 4
22:25:08.0 21 Down 1
07:07:35.0 2 Down 1
12:27:17.0 7 Up 11
01:10:06.0 1 Up 11
08:44:57.0 16 Down 12
10:04:13.0 8 Up 17
23:42:25.0 20 Down 9
05:56:07.0 20 Up 21
06:24:38.0 20 Up 21
15:14:15.0 5 Down 3
05:22:23.0 15 Down 3
11:51:23.0 11 Down 3
15:07:58.0 3 Up 16
13:19:08.0 9 Down 2
01:57:56.0 7 Up 21
08:59:59.0 8 Down 2
08:05:30.0 12 Up 20
11:15:49.0 7 Up 10
04:28:57.0 2 Up 4
20:05:37.0 21 Down 7
21:01:14.0 15 Up 18
06:19:51.0 16 Up 19
12:22:39.0 4 Up 15
10:34:58.0 6 Up 11
23:44:41.0 14 Up 17
05:43:35.0 10 Up 11
05:48:20.0 7 Down 3
02:15:30.0 8 Down 1
11:21:01.0 12 Up 18
01:18:32.0 7 Up 16
12:18:30.0 5 Up 11
09:59:27.0 8 Down 1
14:07:38.0 8 Up 19
01:19:04.0 13 Down 11
01:40:27.0 4 Up 15
02:08:34.0 11 Up 21
10:54:14.0 8 Down 3
04:36:35.0 2 Up 13
22:09:00.0 1 Up 21
04:14:48.0 20 Down 16
02:02:56.0 13 Down 9
11:44:03.0 8 Up 10
00:56:07.0 1 Up 13
15:15:44.0 2 Up 6
15:13:39.0 8 Down 3
13:02:40.0 11 Up 18
18:35:01.0 3 Up 20
15:41:32.0 1 Up 12
06:49:01.0 5 Up 17
15:13:22.0 4 Down 1
04:58:27.0 11 Down 4
01:19:48.0 19 Up 20
11:35:40.0 19 Down 12
12:11:07.0 12 Up 20
16:15:06.0 5 Down 3
03:05:20.0 12 Down 6
19:40:38.0 1 Up 21
04:21:11.0 8 Up 21
12:27:46.0 16 Up 19
02:37:02.0 16 Down 12
06:14:58.0 17 Up 21
04:36:18.0 3 Up 19
04:40:28.0 7 Down 2
03:55:57.0 1 Up 10
13:44:42.0 9 Down 3
23:24:38.0 10 Down 8
02:04:16.0 4 Up 13
06:39:29.0 13 Up 14
20:21:03.0 7 Down 1
06:40:26.0 6 Up 12
20:39:14.0 19 Up 21
11:26:38.0 12 Down 1
14:04:36.0 10 Up 16
13:37:44.0 14 Up 18
17:59:33.0 9 Down 6
14:36:32.0 3 Down 1
13:04:43.0 9 Up 17
16:49:30.0 11 Up 16
19:19:45.0 7 Down 1
07:16:02.0 20 Up 21
02:16:51.0 4 Down 1
22:24:05.0 7 Up 11
11:02:08.0 9 Up 13
09:06:59.0 11 Down 3
12:22:08.0 10 Down 4
12:19:03.0 18 Down 15
01:10:26.0 1 Up 18
01:30:01.0 14 Up 20
07:17:09.0 6 Up 8
02:32:05.0 16 Down 14
00:05:11.0 16 Down 5
21:40:15.0 13 Up 18
06:46:35.0 12 Down 1
10:18:04.0 3 Up 8
07:12:11.0 20 Down 14
17:41:15.0 13 Down 1
16:59:28.0 13 Down 1
19:14:02.0 11 Down 4
12:11:06.0 3 Up 7
04:06:42.0 17 Down 13
17:07:04.0 10 Up 11
07:35:23.0 5 Up 18
23:16:32.0 5 Up 7
20:54:42.0 6 Up 21
01:18:41.0 15 Down 12
07:01:57.0 21 Down 1
22:19:21.0 3 Up 12
18:08:46.0 12 Down 8
05:36:47.0 14 Down 7
19:06:20.0 15 Up 21
21:08:37.0 15 Down 6
10:38:08.0 6 Up 11
20:58:28.0 7 Up 19
19:32:54.0 11 Up 12
01:53:46.0 21 Down 17
12:14:44.0 6 Up 17
01:09:35.0 17 Up 18
00:11:58.0 18 Up 21
23:19:01.0 7 Down 1
18:23:07.0 18 Up 21
07:31:12.0 9 Down 6
18:25:16.0 4 Down 2
10:33:48.0 17 Down 14
16:17:17.0 14 Up 20
12:37:31.0 15 Down 10
10:17:52.0 9 Down 4
22:31:14.0 15 Up 20
06:11:56.0 1 Up 2
02:11:59.0 17 Up 18
19:18:28.0 16 Down 7
05:29:03.0 15 Down 6
04:50:26.0 14 Down 8
23:57:05.0 14 Down 5
06:43:01.0 7 Down 3
04:10:22.0 14 Up 20
08:07:50.0 20 Up 21
21:50:18.0 6 Up 11
04:17:58.0 11 Up 19
14:46:45.0 3 Up 16
14:15:21.0 7 Up 9
22:12:06.0 2 Down 1
04:27:33.0 16 Down 4
06:27:19.0 19 Up 21
06:00:08.0 12 Up 14
08:56:43.0 3 Down 1
11:09:39.0 11 Down 1
18:27:24.0 5 Down 1
05:53:06.0 4 Down 1
04:55:16.0 11 Up 17
12:28:01.0 10 Down 5
10:35:45.0 20 Up 21
17:22:25.0 10 Down 8
18:07:45.0 12 Up 14
05:46:52.0 6 Up 20
05:01:31.0 8 Down 4
18:32:25.0 13 Up 15
19:50:37.0 17 Down 13
14:47:11.0 21 Down 12
08:03:23.0 2 Down 1
22:52:03.0 6 Up 9
04:55:56.0 11 Down 8
11:16:48.0 18 Up 20
13:13:47.0 12 Up 20
01:21:06.0 1 Up 17
01:01:23.0 19 Up 21
18:13:42.0 10 Down 3
02:48:35.0 9 Down 7
13:48:19.0 13 Down 1
09:23:48.0 21 Down 11
13:57:28.0 8 Up 18
10:03:16.0 11 Down 1
05:39:46.0 7 Up 17
05:32:30.0 21 Down 19
18:50:57.0 14 Up 21
01:34:44.0 10 Up 19
16:37:20.0 15 Down 2
08:50:23.0 18 Down 15
21:35:13.0 7 Down 1
18:01:09.0 20 Up 21
14:49:29.0 15 Up 16
15:30:58.0 16 Up 17
16:27:57.0 2 Up 17
21:10:45.0 8 Down 1
02:23:25.0 16 Down 13
23:56:32.0 16 Down 11
22:33:54.0 20 Up 21
14:04:42.0 20 Down 8
04:26:54.0 11 Down 8
08:42:25.0 18 Down 1
09:39:17.0 20 Down 11
22:35:50.0 16 Up 21
19:34:00.0 3 Down 1
05:29:09.0 16 Down 6
17:51:44.0 7 Up 21
16:27:01.0 6 Up 18
04:05:29.0 13 Up 21
03:37:19.0 16 Up 19
21:23:06.0 6 Up 17
06:47:31.0 16 Up 20
02:38:23.0 12 Up 14
08:05:38.0 3 Down 1
01:32:15.0 21 Down 17
21:11:10.0 10 Up 13
02:47:20.0 2 Up 11
00:00:43.0 15 Up 16
18:10:13.0 15 Up 16
03:25:24.0 2 Up 6
04:07:21.0 16 Down 6
13:36:02.0 17 Up 20
19:04:03.0 19 Up 21
11:08:40.0 19 Up 21
06:17:13.0 20 Up 21
22:38:46.0 21 Down 6
19:13:59.0 6 Up 11
20:00:02.0 21 Up 22
10:19:07.0 20 Down 10
15:01:41.0 15 Down 12
08:52:05.0 6 Up 9
22:04:35.0 15 Up 16
15:49:53.0 10 Down 3
14:00:50.0 6 Down 3
14:23:30.0 2 Up 12
15:28:57.0 9 Up 19
21:18:27.0 13 Up 19
19:32:49.0 16 Down 7
18:29:50.0 12 Down 3
13:43:15.0 2 Down 1
10:26:05.0 7 Down 4
17:32:22.0 13 Up 15
09:56:05.0 2 Down 1
16:38:42.0 18 Down 7
22:20:05.0 13 Up 21
11:22:17.0 5 Up 16
22:05:51.0 10 Down 8
07:29:48.0 6 Up 14
10:33:57.0 13 Up 16
04:58:23.0 13 Down 10
09:24:33.0 15 Down 5
03:58:51.0 4 Down 2
04:16:00.0 2 Down 1
03:16:57.0 1 Up 5
14:20:55.0 11 Up 19
20:36:05.0 2 Down 1
13:18:58.0 5 Up 13
16:30:24.0 13 Up 19
00:21:08.0 2 Up 10
02:33:17.0 20 Down 14
01:41:17.0 7 Down 3
18:58:20.0 10 Down 7
